place_name,rating,shop_type,sentence,TargetAspect,sentiment,is_synthetic,ground_truth,is_tie,vote_breakdown
Coffee Project Mintal,5,coffee,The abundance of natural light and greenery creates a peaceful and calming environment that's perfect for enjoying a cup of coffee or working on your laptop.,Facilities and Amenities,POSITIVE,False,,,
JH Garden Cafe and Restaurant Matina,5,coffee,"Soft lighting, comfortable seating, and natural wood elements create an inviting space that's perfect for everything from casual hangouts to special celebrations.",Facilities and Amenities,POSITIVE,False,,,
Coffeecat,4,coffee,A quite place for study and review,Facilities and Amenities,POSITIVE,False,,,
Kafih - Davao,5,coffee,"The ambiance is cozy and conducive to focus, making it an ideal spot for both work and leisure.",Facilities and Amenities,POSITIVE,False,,,
The Bloom Coffee & Start-Up Space,5,coffee,Best work space Yummy Food Good Service,Facilities and Amenities,POSITIVE,False,,,
Barok Cafe and Resto,3,coffee,The space is nice and has a cozy vibe that makes it comfortable to stay and relax.,Facilities and Amenities,POSITIVE,False,,,
STASH Coffee Co.,5,coffee,Stash has good parking space and tidy comfort room.,Facilities and Amenities,POSITIVE,False,,,
The Matcha Tokyo - SM Davao,5,matcha,Love the aesthetic and how clean the space is!,Facilities and Amenities,POSITIVE,False,,,
Infinite Caffeine,5,coffee,My friend also greatly appreciate the comfort room because it is so homey and clean.,Facilities and Amenities,POSITIVE,False,,,
Annipie,5,coffee,"Yummy cinnamon rolls, clean and comfy space",Facilities and Amenities,POSITIVE,False,,,
Annipie Airport View,5,coffee,Really cozy and aesthetic place to work and eat.,Facilities and Amenities,POSITIVE,False,,,
JH Garden Cafe and Restaurant Matina,5,coffee,The café's strong connection to nature is evident in every corner.,Facilities and Amenities,POSITIVE,False,,,
Coffeecat,5,coffee,Possibly the best coffee in Davao plus free WiFi,Facilities and Amenities,POSITIVE,False,,,
Starbucks - SM Lanang,4,coffee,The minimalist design and comfortable seating create a welcoming space.,Facilities and Amenities,POSITIVE,False,,,
Aloha Kakou Neighborhood Cafe,4,coffee,"It offers a spacious parking area and a cozy, beautifully designed space.",Facilities and Amenities,POSITIVE,False,,,
Kafih - Davao,5,coffee,Kafih is the ideal spot for both great food and a cozy study environment.,Facilities and Amenities,POSITIVE,False,,,
Coffeecat,5,coffee,"Coffee is really great  hot_beverage  Perfect place for meetings, study sessions, date and for coffee",Facilities and Amenities,POSITIVE,False,,,
olo. Coffee And Concepts,3,coffee,Maybe after tables are freshly cleaned and the patio is tidied up there will be the 5 star atmosphere that is seen in the pictures.,Facilities and Amenities,NEGATIVE,False,,,
Kafih - Davao,5,coffee,Nice place to study kay peaceful ang second floor,Facilities and Amenities,POSITIVE,False,,,
Pursuit of Coffee (POC),5,coffee," cupcake Vanilla Flan Tart, Kalifa Cake  hot_beverage Crossroad latte, Spring Blossom, Roasted Indigo  star genuinely kind staff  star clean and beautifully maintained space  star Impressively fast service  star love the food and drinks overall",Facilities and Amenities,POSITIVE,False,,,
Seattle's Best Coffee,1,coffee,Cold aircon and great design in architecture and interior.,Facilities and Amenities,POSITIVE,False,,,
The Coffee Bar at GMall of Davao,5,coffee,The comfort room is the best Like  hundred_points  und echt Sauber,Facilities and Amenities,POSITIVE,False,,,
The Coffee Bar at GMall of Davao,5,coffee,"The ambiance is clean, aesthetic, and cozy, making it a great place to study or just relax.",Facilities and Amenities,POSITIVE,False,,,
Hikaru de Cielo Cafe,5,coffee,Very nice and good place with aircon  pink_heart,Facilities and Amenities,POSITIVE,False,,,
Cafe Sierra,5,coffee,Simple and cozy place to dine in and work,Facilities and Amenities,POSITIVE,False,,,
JAS Caffeinated,5,coffee,Good place to study and bond with friends,Facilities and Amenities,POSITIVE,False,,,
Outlook,5,coffee,"The outdoor tables are adorned with warm accent lights that mimic candlelight, creating a romantic and intimate atmosphere.",Facilities and Amenities,POSITIVE,False,,,
JAS Caffeinated,5,coffee,"The ambiance is warm and comfortable, creating a peaceful space where you can truly enjoy your time.",Facilities and Amenities,POSITIVE,False,,,
BRGR Alley Café,5,coffee,Place is comfortable and big space abd the vibes is very serenity.,Facilities and Amenities,POSITIVE,False,,,
&Matcha - Three Yards,5,matcha,#NAME?,Facilities and Amenities,POSITIVE,False,,,
Whisk Davao Matcha,5,matcha,very unique drink combos that just Work wonderfully.,Facilities and Amenities,NEUTRAL,False,,,
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,"I'm particularly drawn to the interior—its mid-century aesthetic is thoughtfully executed and well-maintained, creating a space that feels both stylish and inviting.",Facilities and Amenities,POSITIVE,False,,,
"KAOS CAFE - 24 Hours, Jacinto St.",5,coffee,Kaos Cafe is my new favorite spot because it perfectly balances a productive work vibe with the best atmosphere for a barkada hangout.,Facilities and Amenities,POSITIVE,False,,,
Humble Table,5,coffee,The place there is so cozy and perfect to study and very instragrammable.,Facilities and Amenities,POSITIVE,False,,,
Purge Coffee Roaster,5,coffee,"This shop is more coffee centric, small space, intimate and modern atmosphere with friendly unassuming baristas who let their coffee nad the quality of the experience they offer speak for itself.",Facilities and Amenities,POSITIVE,False,,,
Annipie Airport View,5,coffee,Their CR got fresh calachuchi petals that added to the freshness and cleanliness of their CR.,Facilities and Amenities,POSITIVE,False,,,
Purge Coffee Roaster,4,coffee,"A cozy haven, with a unique embrace, Crafted cups served, within this warm space.",Facilities and Amenities,POSITIVE,False,,,
Dear Joe Frontera,5,coffee,Such a unique ambiance as well perfect if you're looking for a working space.,Facilities and Amenities,POSITIVE,False,,,
Lately Coffee,5,coffee,"Behind it is a staircase leading to a beautifully designed space with warm lighting, minimalist décor, and a charming speakeasy vibe.",Facilities and Amenities,POSITIVE,False,,,
Hid'n Coffee,4,coffee,Ambiance had a cozy feels to it with a decent amount of tables and chairs.,Facilities and Amenities,POSITIVE,False,,,
Seattle's Best Coffee,5,coffee,The upholstery of chairs a classy and classic in appearance.,Facilities and Amenities,POSITIVE,False,,,
Kafih - Davao,5,coffee,"Worth the price  OK_hand_light_skin_tone  The services, wifi the ambiance.",Facilities and Amenities,POSITIVE,False,,,
Starbucks Damosa IT Park Drive-Thru,5,coffee,Starbucks has a way of creating a space that feels both professional and personal.,Facilities and Amenities,POSITIVE,False,,,
Green Coffee - Ecoland,5,coffee,"Good for coffee, place to work and to study",Facilities and Amenities,POSITIVE,False,,,
MYLK Cafe,4,matcha,Cozy space and strong ac!,Facilities and Amenities,POSITIVE,False,,,
Green Coffee - Marfori,5,coffee,It has a wide space and the internet connection is quite good,Facilities and Amenities,POSITIVE,False,,,
Coffee Hub,5,coffee,Affordable coffee and a freshly brewed coffee beans round the clock plus a comfortable place to kill time.,Price and Value,POSITIVE,False,,,
Fourth Street Cafe,5,coffee,label  The price point is also great value for such good coffee.,Price and Value,POSITIVE,False,,,
Kafih - Davao,5,coffee,affordable 24 hrs coffee shop,Price and Value,POSITIVE,False,,,
MATCHATUALS,5,coffee,5/5 price 5/5 taste of matcha  heart_hands_light_skin_tone  …,Price and Value,POSITIVE,False,,,
Coffee at Yellow Hauz,5,coffee,Still the coziest and affordable cafe nearest to Crossfit Cranium,Price and Value,POSITIVE,False,,,
LASA DAVAO,5,coffee,"Overall, great value for money and recommended!""",Price and Value,POSITIVE,False,,,
PICKUP COFFEE - Gaisano Grand Citygate,5,coffee,food is delicious and affordable also the coffee,Price and Value,POSITIVE,False,,,
The Coffee Spot & Lounge,4,coffee,love the affordable coffee price and quality,Price and Value,POSITIVE,False,,,
Fourth Street Cafe,4,coffee,Price experience score (pes) 7/10 Take out place service ok Coffee good Shop nice Price good,Price and Value,POSITIVE,False,,,
HYGGE COFFEE 2,5,coffee,"11/10 overall a must try coffee shop jud , recommended foods and drinks super ka budget friendly plus the quality thumbs up jud red_heart",Price and Value,POSITIVE,False,,,
Black Scoop Cafe Matina,5,coffee,Good vibes everywhere: from the staff to the food to the place itself.,Product Quality,POSITIVE,False,,,
Kapeweñoz V. Mapa,5,coffee,Great coffee specially the LecheFlan Cheese Cake the best!,Product Quality,POSITIVE,False,,,
Gulf Coast Coffee and Co.,5,coffee,affordable and the coffee looks good,Product Quality,POSITIVE,False,,,
Cafe Demitasse,5,coffee,NICE PLACE MY FAVORITE PLACE heart_suit  GOOD FOOD THE CREW ARE FRIENDLY,Product Quality,POSITIVE,False,,,
Better Beans Co. - Coffee Roaster (New Location),5,coffee,"One of the best coffee shops in town and definitely my go-to bean roaster for freshly roasted, premium-quality coffee.",Product Quality,POSITIVE,False,,,
The Coffee Spot & Lounge,5,coffee,A must visit place for coffee lovers  blue_heart  Unlike other coffee shops in Calinan were latte & capucinno tasted the same.,Product Quality,POSITIVE,False,,,
The Coffee Bar at GMall of Davao,5,coffee,The ambience is really great and so is the food,Product Quality,POSITIVE,False,,,
Out of Boredom,5,matcha,"The matcha has a smooth, consistent texture with a well-balanced umami flavor and a rich, authentic …",Product Quality,POSITIVE,False,,,
The Limestone Brew,5,coffee,A high end coffee and diner in the  red_heart  of Samal with WiFi,Product Quality,POSITIVE,False,,,
KISOM Atelier,5,matcha,"The interior, aesthetic, and quality of matcha is exceptional.",Product Quality,POSITIVE,False,,,
PICKUP COFFEE - Oroderm City,5,coffee,A place that truly turns simple coffee moments into unforgettable memories,Product Quality,POSITIVE,False,,,
Whisk Davao Matcha,5,matcha,Loved the place & the matcha latte is 10/10!!,Product Quality,POSITIVE,False,,,
Haron's Cafe,4,coffee,Great coffee Delicious fresh rolls Interesting take on a full English breakfast,Product Quality,POSITIVE,False,,,
Bean Xpress Matina Branch,5,coffee,"All together make a smooth and tasty coffee, perfect base also for a good cappuccino.",Product Quality,POSITIVE,False,,,
Purge Coffee Roaster,5,coffee,Very good specialty coffee that uses freshly roasted beans and farm fresh milk.,Product Quality,POSITIVE,False,,,
Whisk Davao Matcha,5,matcha,Loved the matcha and the creamy seta alfredo Ms. Angel was very accommodating and made the experience even better.,Product Quality,POSITIVE,False,,,
Court Side Café,5,coffee,A small air conditioned coffee place with a quiet atmosphere next to Bankerohan and on top the Badminton center.,Product Quality,NEUTRAL,False,,,
Happy Valley Cafe Davao,5,coffee,"Very cozy and the focus is not just on aesthetics, the food and drinks are also legit delicious  hundred_points",Product Quality,POSITIVE,False,,,
The Matcha Tokyo - Azuela High Street,5,matcha,Favorite matcha drink and pastry,Product Quality,POSITIVE,False,,,
Barok Cafe and Resto,2,coffee,"Barok Café & Resto is a mix of coffee shop, restaurant and events place.",Product Quality,NEUTRAL,False,,,
Isem Cafe,5,coffee,the coffee was fantastic and perfect for coffee lovers exploring new options in the city.,Product Quality,POSITIVE,False,,,
Coffee Project Mintal,5,coffee,"You can tell that the baristas take great care in crafting each cup of coffee, ensuring that every customer is satisfied with their drink.",Product Quality,POSITIVE,False,,,
Coffeefolks Cafe,5,coffee,A cozy place to chill and the staff are very friendly and passionate about their coffee,Product Quality,POSITIVE,False,,,
Green Coffee - Marfori,5,coffee,Green coffee is 10 times more delicious than Boss Coffee.,Product Quality,POSITIVE,False,,,
Fourth Street Cafe,4,coffee,"A coffee shop with a unique coffee and clean interior, featured in trending Facebook and Instagram photos.",Product Quality,POSITIVE,False,,,
Habitat Coffee - Tionko Branch,5,coffee,"in a coffee scene that is super saturated na, this cafe has its own vibe and taste that sets it apart from the others.",Product Quality,POSITIVE,False,,,
Spilled Coffee,5,matcha,baristas are kind enough to tailor it to your taste and the beans they use smell so good?!,Product Quality,POSITIVE,False,,,
Whisk Davao Matcha,4,matcha,Tried their Whisk Hibiscus Matcha and loved it!,Product Quality,POSITIVE,False,,,
Coffee Project Mintal,5,coffee,The abundance of natural light and greenery creates a peaceful and calming environment that's perfect for enjoying a cup of coffee or working on your laptop.,Product Quality,NEUTRAL,False,,,
BRGR Alley Café,5,coffee,Exelent verry friendly and good staff and good food,Product Quality,POSITIVE,False,,,
Vanitea Cafe,5,coffee,Keep making excellent pastries and coffee!,Product Quality,POSITIVE,False,,,
Sipscape Cafe,5,coffee,Sipscape Cafe is an awesome environment with amazing beverages and food!,Product Quality,POSITIVE,False,,,
Beyond Beans & Co,5,matcha,Tried the dirty matcha and matcha strawberry and the oat barley is really giving!,Product Quality,POSITIVE,False,,,
The Matcha Tokyo - Azuela High Street,5,matcha,Very nice cafe ambiance and yummy matcha!!,Product Quality,POSITIVE,False,,,
Seattle's Best Coffee,4,coffee,The new place is absolutely a pretty go to place for the coffee lovers.,Product Quality,POSITIVE,False,,,
BRGR Alley Café,5,coffee,Delicious food,Product Quality,POSITIVE,False,,,
MYLK Cafe,5,matcha,Probably one of the best coffee in Marfori!,Product Quality,POSITIVE,False,,,
Espresso Lab Cafe Davao,5,coffee,The perfect ambiance to enjoy your peace and coffee.,Product Quality,NEUTRAL,False,,,
Coffee By The Way,5,coffee,"Coffee By The Way is not just a coffee shop; it's a serene escape into nature, offering an unparalleled coffee experience that seamlessly blends quality brews with a refreshing natural ambiance.",Product Quality,POSITIVE,False,,,
Koffiepauze,5,matcha,The white and wood themed interior makes it a great place to hang out and have coffee.,Product Quality,NEUTRAL,False,,,
Whisk Davao Matcha,5,matcha,"white chocolate matcha is good and the cheesecake as well, every accommodating din tung staff sila Russel and Sam.",Product Quality,POSITIVE,False,,,
Whisk Davao Matcha,5,matcha,The owner is so kind and the matcha is delicious  face_savoring_food  …,Product Quality,POSITIVE,False,,,
Apo Cafe,5,coffee,Great and accessible Halal cafe with prayer room situated in a very student-heavy location so best for studious college students who want to review while snacking on good food and drinks,Product Quality,POSITIVE,False,,,
