place_name,rating,shop_type,sentence,TargetAspect,sentiment,is_synthetic
BRGR Alley Café,5,coffee,Food  check_mark_button  Drinks  check_mark_button  Place  check_mark_button  Waiting time  check_mark_button  Customer Service  check_mark_button  Highly recommended place to dine in.,Product Quality,,False
Floury Cafe,4,matcha,"The food was delicious, and the prices were surprisingly reasonable compared to other …",Product Quality,,False
Kafih - Davao,5,coffee,Plus point para sa pa free wifi.,Facilities and Amenities,,False
Mori & Mill,1,coffee,It was disappointing to receive conflicting information from the staff.,Customer Service,,False
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,This cafe deserves more appreciation same as the well known coffee shops.,Product Quality,,False
Green Coffee - Marfori,3,coffee,"For a coffee lover like me, the Americano is not that strong and a little bit bland which somehow is a bit surprising for its price which is a bit higher than most coffee shops around the city.",Product Quality,,False
Steep Kohi,5,coffee,A must try for coffee lovers!,Product Quality,,False
Green Coffee - Diversion,5,coffee,"ideal for a person looking for a very wuiet place to read, study or just have a private time alone.",Facilities and Amenities,,False
Whisk It Good Matcha,5,matcha,Excellent space with even better matcha.,Product Quality,,False
Coffee For Peace at One Oasis,5,coffee,"Excellent drinks, cafe menu, and chill atmosphere.",Product Quality,,False
Floury Cafe,5,matcha,nice ambiance,Ambiance and Atmosphere,,False
Humble Table,5,coffee,This unique coffee shop is a must try!,Product Quality,,False
BRGR Alley Café,5,coffee,"Awesome burgers, great ambiance and good service.",Ambiance and Atmosphere,,False
Coffee Project Mintal,5,coffee,love their coffee.,Product Quality,,False
Brew Lane Café,4,coffee,Didn't bother with the Matcha drinks because I fear that I may taste it similar to Kisom or &Matcha.,Product Quality,,False
The Crazy Bite Co. Sky Cafe,5,coffee,"Really like the place especially at midnight, the ambiance was super chill and the staff was welcoming.",Ambiance and Atmosphere,,False
Karlo's Gourmet & Coffee,4,coffee,also accepts debit and credit cards  white_heart  you can also bring the ordered food to the nearby restaurant.,Product Quality,,False
Clutch Cafe,5,coffee,The coffee and cookies are delicious :),Product Quality,,False
Kafih - Davao,5,coffee,Their service is super friendly.,Customer Service,,False
Krispy Kreme Doughnuts® - SM Lanang,3,coffee,This particular outlet is on the ground floor of the mall and immediately visible when you walk in.,Facilities and Amenities,,False
KINN & Friends,4,matcha,"I ordered the Kinako Matcha and biscoff cookie (it was 50% off <3) The Kinako Matcha was exactly how it was described, nutty, toasted but …",Product Quality,,False
Brew Lane Café,4,coffee,"Quiet, clean place and cashier was wide awake.",Customer Service,,False
"KAOS CAFE - 24 Hours, Jacinto St.",5,coffee,To be able to study or work would be another thing as the open space can be noisy.,Store Operations and Accessibility,,False
"KAOS CAFE - 24 Hours, Jacinto St.",4,coffee,Thanks for your service.,Customer Service,,False
The Crazy Bite Co. Sky Cafe,5,coffee,super worth it sad ang food especially their KK burger and fillet meal.,Product Quality,,False
Annipie,4,coffee,Nice food.,Product Quality,,False
Matcha Ureshi Bar,5,matcha,I love the matcha pudding sm,Product Quality,,False
Aloha Kakou Neighborhood Cafe,5,coffee,"Plus, kudos to their staff—they're all very kind and welcoming.",Customer Service,,False
Cafe Demitasse,3,coffee,I love the food here but the service is always slow.,Customer Service,,False
Daily Croissant,5,coffee,Clean space.,Facilities and Amenities,,False
Hid'n Coffee,5,coffee,"I've tried their milo dinosaur, spanish latte, milo espresso and strawberry iced tea, and I love them all!",Product Quality,,False
Coffee For Peace at One Oasis,5,coffee,Nice place to have some coffee and a quick snack/meal.,Product Quality,,False
Coffeecat,5,coffee,Possibly the best coffee in Davao plus free WiFi,Facilities and Amenities,,False
Cafe Demitasse,2,coffee,"If there's something commendable about this place, it would be their cakes, which are quite good, and the genuinely warm service from their staff.",Customer Service,,False
Thirty Third Café,5,coffee,"Soy Coffee latte tastes like regular latte, couldnt taste the soy so plus points!",Product Quality,,False
Kuilans,5,coffee,"Service fast, knowledgeable and efficient.",Customer Service,,False
The Bloom Coffee & Start-Up Space,2,coffee,One thing to note: only sodas are available for drinks at Martin.,Product Quality,,False
MYLK Cafe,5,matcha,The staff are very accommodating.,Customer Service,,False
Café Prelaya by The Joaquins’ Cheesecakes,3,coffee,Nice ambiance but food was so-so.,Ambiance and Atmosphere,,False
Space-Arabica,5,coffee,I ordered a hazelnut espresso and a vanilla latte.,Product Quality,,False
BRGR Alley Café,5,coffee,"The food, service, and ambiance are highly recommended.",Customer Service,,False
Starbucks,5,coffee,Truly a Starbuckian and cozy place to chill and unwind,Ambiance and Atmosphere,,False
IDK cafe PH,5,coffee,"The barista/owner is friendly, accommodating, and cute too  smiling_face  smiling_face_with_hearts  Definitely a go to shop for your daily caffeine dose!",Customer Service,,False
Purge Coffee Roaster,5,coffee,"The staff make you feel like they've known you for ages, it feels like a space safe to hang out by yourself or with a group.",Facilities and Amenities,,False
PICKUP COFFEE - Oroderm City,5,coffee,"The staff are super friendly, welcoming, and accommodating, which makes the whole experience even better.",Customer Service,,False
Daleachious Cafe - Lanang Branch,5,matcha,"I was a little hesitant to come here after reading some reviews, but I really wanted matcha at that time and there were only a few 24/7 cafés nearby.",Product Quality,,False
ZeusX Esports and Cafe,5,coffee,"if you want a cafe that is open for 24hrs, I definitely recommend this place.",Store Operations and Accessibility,,False
The Matcha Tokyo - Azuela High Street,4,matcha,You should try their matcha soft serve over their matcha latte.,Product Quality,,False
Good One Cafe and Yogurt,4,coffee,It was a cozy yet aesthetic cafe and my first matcha experience did not disappoint.,Product Quality,,False
Starbucks,4,coffee,"Also, ambience, wi-fi, location - all good!",Store Operations and Accessibility,,False
Starbucks - Matina IT Park,4,coffee,I personally prefer a space where I could be by myself.,Facilities and Amenities,,False
Craft Coffee,3,coffee,"Despite these shortcomings, the coffee shop's ambiance remained inviting, and with some adjustments to reduce sugar levels and diversify the menu, it has the potential to become a go-to destination for coffee enthusiasts seeking a more refined experience.",Product Quality,,False
Daleachious Cafe - Bago Aplaya Branch,3,coffee,"Fast wifi, good barista, and comfy seating.",Facilities and Amenities,,False
Kanoffee Toril,4,coffee,"It's just average with only a few tables, but that's understandable since it's a small stall near a gas station.",Facilities and Amenities,,False
Tomo Kopi - Emilio Jacinto Street,5,coffee,"Recommended ang spanish latte, matcha latte, and creme drinks <3 no cap bro frfr",Product Quality,,False
Humble Table,3,coffee,"Overall, while the drinks have character, I think they can still improve on their food menu since it feels too limited and, true to the name, a bit too humble.",Product Quality,,False
Green Coffee - Marfori,3,coffee,"thumbs_up  Overall ambiance is good, especially at night.",Ambiance and Atmosphere,,False
Starbucks - Abreeza Mall,5,coffee,Let's have some morning coffee while waiting for my scheduled checkup folded_hands_light_skin_tone  red_heart  Happy Wednesday!,Product Quality,,False
BRGR Alley Café,5,coffee,Food is good but I hope mas mabilis yung preparation next time.,Product Quality,,False
Steep Coffee,5,coffee,Maybe the best coffee in and around calinan.,Product Quality,,False
The Coffee Bar at GMall of Davao,5,coffee,"The place is great, the food was awesome and bery good for students .",Product Quality,,False
BRGR Alley Café,5,coffee,Good food as always and very friendly staffs!,Product Quality,,False
Koffiepauze,1,matcha,"A few hours later, we started experiencing stomach discomfort, and I've been vomiting since yesterday until this morning.",Store Operations and Accessibility,,False
Anniepie,5,coffee,"I'm really satisfied with their cinnamon rolls, brownies, pastas, and iced drinks.",Product Quality,,False
Good One Cafe and Yogurt,4,coffee,"Tried: • Yogurt – 210 PHP, 8/10  sparkling_heart  • Matcha Mallow – 270 PHP, 7/10  teacup_without_handle  The inside vibe is a bit gloomy, but the space is huge so it doesn't feel crowded at all.",Ambiance and Atmosphere,,False
Café Joa,1,coffee,JFC or ang Kanto Fried Chicken could rival the taste of their pritong manok Totally not a bang for your buck.,Product Quality,,False
Tomo Kopi - Emilio Jacinto Street,5,coffee,"Overall, they have good coffee and worthy of what you pay for.",Product Quality,,False
Craft Coffee & Roastery,4,coffee,"Upon entering, the staff welcomed me with a pleasant greeting, super bait talaga to accommodate me.",Customer Service,,False
Outlook,5,coffee,I really enjoyed their pizza and matcha!,Product Quality,,False
Coffeecat,4,coffee,"The parking space is huge, no problem for guests.",Facilities and Amenities,,False
Lara Mia Café & Bistro,4,coffee,Good food and ambiance  thumbs_up  …,Product Quality,,False
Kapeweñoz V. Mapa,5,coffee,Great coffee specially the LecheFlan Cheese Cake the best!,Product Quality,,False
The Coffee Bar at GMall of Davao,5,coffee,"The atmosphere and ambiance of the store is very nice and the staff and management are very accommodating, they really make you feel at home and especially the food is delicious and worth the price.",Customer Service,,False
Kapenato,5,coffee,location: easy to find but not along the road / quiet street food: i love that they have plenty of choices: light snacks and meals portion of the serving: decent amount / its enough for its price / good for 2 person price: the same from the normal pricing in the market venue: its quite small / it can accomodate few people / airconditioned but i prefer sitting and dinning outside overall experience: i really enjoyed the food and the experience / i highly recommend this cafe,Product Quality,,False
Kafih - Davao,5,coffee,"The cozy and stylish atmosphere made it a perfect spot to unwind, study, or do work related tasks with strong wifi connection and warm lighting that created a relaxed vibe.",Ambiance and Atmosphere,,False
Paramount Coffee Crocodile Park Davao,5,coffee,Excellent... beautiful location... good service... and a wonderful atmosphere,Customer Service,,False
Starbucks,4,coffee,"The CR was clean and they do have free WiFi, but you have to give your personal information.",Facilities and Amenities,,False
Steep Kohi,5,coffee,The drink was the real deal considering the matcha drinks ive tried so far were alright compared to what Steep had.,Product Quality,,False
Floury Cafe,5,matcha,"Sulit ang prices, lami ang food.. and great place to hangout with friends!",Product Quality,,False
Brew and Cinnamon Cafe,5,coffee,My girlfriend and I visit this café several times every month because it's one of our favorite places to relax and enjoy great food together.,Product Quality,,False
Midnights Cafe,5,coffee,"Nice ambience and table has outlet, good for studying or work",Facilities and Amenities,,False
Green Coffee - Marfori,3,coffee,"Pre-pandemic, Green Coffee shops are operating 24/7.",Product Quality,,False
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,"The customer service is good, and the location is also okay and easy to find.",Customer Service,,False
Annipie Airport View,5,coffee,great food as always.,Product Quality,,False
Matcha Bar - Marfori,5,matcha,"Their matcha is honestly sooo good  smiling_face_with_heart-eyes  The space is small, only fits about 8 …",Product Quality,,False
DUNKIN’ Catalunan Grande,4,coffee,Ambiance is good.,Ambiance and Atmosphere,,False
Starbucks - SM City Davao,4,coffee,Very good service,Customer Service,,False
Hygge Coffee,4,coffee,The atmosphere was very calm.,Ambiance and Atmosphere,,False
Balay Coffee Rizal,5,coffee,Great coffee.,Product Quality,,False
Anniepie,3,coffee,"As a palabok lover, I can't say theirs is anything amazing or standout; it's an okay merienda if you just want something light while enjoying your coffee.",Product Quality,,False
